2,['Caitlyn', 'Malphite', 'Blitzcrank'],['Chrono', 2],['Sniper', 1],['Rebel', 1],['Brawler', 2],,,,
1,['Zoe', 'Annie', 'Lucian'],['Star-Guardian', 1],['Sorcerer', 2],['Mech-Pilot', 1],['Cybernetic', 1],['Blaster', 1],,
1,['Zoe', 'Annie', 'Mordekaiser'],['Star-Guardian', 1],['Sorcerer', 2],['Mech-Pilot', 1],['Dark-Star', 1],['Vanguard', 1],,
1,['Zoe', 'Annie', 'Rakan'],['Star-Guardian', 1],['Sorcerer', 2],['Mech-Pilot', 1],['Celestial', 1],['Protector', 1],,
1,['Zoe', 'Annie', 'Shen'],['Star-Guardian', 1],['Sorcerer', 2],['Mech-Pilot', 1],['Chrono', 1],['Blademaster', 1],,
1,['Zoe', 'Annie', 'Sona'],['Star-Guardian', 1],['Sorcerer', 2],['Mech-Pilot', 1],['Rebel', 1],['Mystic', 1],,
1,['Zoe', 'Annie', 'Xin-Zhao'],['Star-Guardian', 1],['Sorcerer', 2],['Mech-Pilot', 1],['Celestial', 1],['Protector', 1],,
1,['Zoe', 'Annie', 'Yasuo'],['Star-Guardian', 1],['Sorcerer', 2],['Mech-Pilot', 1],['Rebel', 1],['Blademaster', 1],,
1,['Zoe', 'Blitzcrank', 'Shen'],['Star-Guardian', 1],['Sorcerer', 1],['Chrono', 2],['Brawler', 1],['Blademaster', 1],,
1,['Ahri', 'Annie', 'Blitzcrank'],['Star-Guardian', 1],['Sorcerer', 2],['Mech-Pilot', 1],['Chrono', 1],['Brawler', 1],,
1,['Ahri', 'Annie', 'Darius'],['Star-Guardian', 1],['Sorcerer', 2],['Mech-Pilot', 1],['Space-Pirate', 1],['Mana-Reaver', 1],,
1,['Ahri', 'Annie', 'KaiSa'],['Star-Guardian', 1],['Sorcerer', 2],['Mech-Pilot', 1],['Valkyrie', 1],['Infiltrator', 1],,
1,['Ahri', 'Annie', 'Lucian'],['Star-Guardian', 1],['Sorcerer', 2],['Mech-Pilot', 1],['Cybernetic', 1],['Blaster', 1],,
1,['Ahri', 'Annie', 'Mordekaiser'],['Star-Guardian', 1],['Sorcerer', 2],['Mech-Pilot', 1],['Dark-Star', 1],['Vanguard', 1],,
1,['Ahri', 'Annie', 'Rakan'],['Star-Guardian', 1],['Sorcerer', 2],['Mech-Pilot', 1],['Celestial', 1],['Protector', 1],,
1,['Ahri', 'Annie', 'Shen'],['Star-Guardian', 1],['Sorcerer', 2],['Mech-Pilot', 1],['Chrono', 1],['Blademaster', 1],,
1,['Ahri', 'Annie', 'Sona'],['Star-Guardian', 1],['Sorcerer', 2],['Mech-Pilot', 1],['Rebel', 1],['Mystic', 1],,
1,['Ahri', 'Annie', 'Xin-Zhao'],['Star-Guardian', 1],['Sorcerer', 2],['Mech-Pilot', 1],['Celestial', 1],['Protector', 1],,
1,['Ahri', 'Annie', 'Yasuo'],['Star-Guardian', 1],['Sorcerer', 2],['Mech-Pilot', 1],['Rebel', 1],['Blademaster', 1],,
1,['Ahri', 'Blitzcrank', 'Shen'],['Star-Guardian', 1],['Sorcerer', 1],['Chrono', 2],['Brawler', 1],['Blademaster', 1],,
1,['Annie', 'Blitzcrank', 'Shen'],['Mech-Pilot', 1],['Sorcerer', 1],['Chrono', 2],['Brawler', 1],['Blademaster', 1],,
1,['Blitzcrank', 'Darius', 'Shen'],['Chrono', 2],['Brawler', 1],['Space-Pirate', 1],['Mana-Reaver', 1],['Blademaster', 1],,
1,['Blitzcrank', 'KaiSa', 'Shen'],['Chrono', 2],['Brawler', 1],['Valkyrie', 1],['Infiltrator', 1],['Blademaster', 1],,
1,['Blitzcrank', 'Lucian', 'Shen'],['Chrono', 2],['Brawler', 1],['Cybernetic', 1],['Blaster', 1],['Blademaster', 1],,
1,['Blitzcrank', 'Mordekaiser', 'Shen'],['Chrono', 2],['Brawler', 1],['Dark-Star', 1],['Vanguard', 1],['Blademaster', 1],,
1,['Blitzcrank', 'Rakan', 'Shen'],['Chrono', 2],['Brawler', 1],['Celestial', 1],['Protector', 1],['Blademaster', 1],,
1,['Blitzcrank', 'Shen', 'Sona'],['Chrono', 2],['Brawler', 1],['Blademaster', 1],['Rebel', 1],['Mystic', 1],,
1,['Blitzcrank', 'Shen', 'Xin-Zhao'],['Chrono', 2],['Brawler', 1],['Blademaster', 1],['Celestial', 1],['Protector', 1],,
1,['Blitzcrank', 'Shen', 'Yasuo'],['Chrono', 2],['Brawler', 1],['Blademaster', 2],['Rebel', 1],,,,
0,['Caitlyn', 'Fiora', 'Graves'],['Chrono', 1],['Sniper', 1],['Cybernetic', 1],['Blademaster', 1],['Space-Pirate', 1],['Blaster', 1]
0,['Caitlyn', 'Fiora', 'Jarvan-IV'],['Chrono', 1],['Sniper', 1],['Cybernetic', 1],['Blademaster', 1],['Dark-Star', 1],['Protector', 1]
0,['Caitlyn', 'Fiora', 'KhaZix'],['Chrono', 1],['Sniper', 1],['Cybernetic', 1],['Blademaster', 1],['Void', 1],['Infiltrator', 1]
0,['Caitlyn', 'Fiora', 'Leona'],['Chrono', 1],['Sniper', 1],['Cybernetic', 2],['Blademaster', 1],['Vanguard', 1],,
0,['Caitlyn', 'Fiora', 'Malphite'],['Chrono', 1],['Sniper', 1],['Cybernetic', 1],['Blademaster', 1],['Rebel', 1],['Brawler', 1]
0,['Caitlyn', 'Fiora', 'Poppy'],['Chrono', 1],['Sniper', 1],['Cybernetic', 1],['Blademaster', 1],['Star-Guardian', 1],['Vanguard', 1]
0,['Caitlyn', 'Fiora', 'Xayah'],['Chrono', 1],['Sniper', 1],['Cybernetic', 1],['Blademaster', 2],['Celestial', 1],,
0,['Caitlyn', 'Fiora', 'Ziggs'],['Chrono', 1],['Sniper', 1],['Cybernetic', 1],['Blademaster', 1],['Rebel', 1],['Demolitionist', 1]
0,['Caitlyn', 'Fiora', 'Zoe'],['Chrono', 1],['Sniper', 1],['Cybernetic', 1],['Blademaster', 1],['Star-Guardian', 1],['Sorcerer', 1]
0,['Caitlyn', 'Fiora', 'Ahri'],['Chrono', 1],['Sniper', 1],['Cybernetic', 1],['Blademaster', 1],['Star-Guardian', 1],['Sorcerer', 1]
0,['Caitlyn', 'Fiora', 'Annie'],['Chrono', 1],['Sniper', 1],['Cybernetic', 1],['Blademaster', 1],['Mech-Pilot', 1],['Sorcerer', 1]
0,['Caitlyn', 'Fiora', 'Darius'],['Chrono', 1],['Sniper', 1],['Cybernetic', 1],['Blademaster', 1],['Space-Pirate', 1],['Mana-Reaver', 1]
0,['Caitlyn', 'Fiora', 'KaiSa'],['Chrono', 1],['Sniper', 1],['Cybernetic', 1],['Blademaster', 1],['Valkyrie', 1],['Infiltrator', 1]
0,['Caitlyn', 'Fiora', 'Lucian'],['Chrono', 1],['Sniper', 1],['Cybernetic', 2],['Blademaster', 1],['Blaster', 1],,
0,['Caitlyn', 'Fiora', 'Mordekaiser'],['Chrono', 1],['Sniper', 1],['Cybernetic', 1],['Blademaster', 1],['Dark-Star', 1],['Vanguard', 1]
0,['Caitlyn', 'Fiora', 'Rakan'],['Chrono', 1],['Sniper', 1],['Cybernetic', 1],['Blademaster', 1],['Celestial', 1],['Protector', 1]
0,['Caitlyn', 'Fiora', 'Sona'],['Chrono', 1],['Sniper', 1],['Cybernetic', 1],['Blademaster', 1],['Rebel', 1],['Mystic', 1]
0,['Caitlyn', 'Fiora', 'Xin-Zhao'],['Chrono', 1],['Sniper', 1],['Cybernetic', 1],['Blademaster', 1],['Celestial', 1],['Protector', 1]
0,['Caitlyn', 'Fiora', 'Yasuo'],['Chrono', 1],['Sniper', 1],['Cybernetic', 1],['Blademaster', 2],['Rebel', 1],,
0,['Caitlyn', 'Graves', 'Jarvan-IV'],['Chrono', 1],['Sniper', 1],['Space-Pirate', 1],['Blaster', 1],['Dark-Star', 1],['Protector', 1]
0,['Caitlyn', 'Graves', 'KhaZix'],['Chrono', 1],['Sniper', 1],['Space-Pirate', 1],['Blaster', 1],['Void', 1],['Infiltrator', 1]
0,['Caitlyn', 'Graves', 'Leona'],['Chrono', 1],['Sniper', 1],['Space-Pirate', 1],['Blaster', 1],['Cybernetic', 1],['Vanguard', 1]
0,['Caitlyn', 'Graves', 'Malphite'],['Chrono', 1],['Sniper', 1],['Space-Pirate', 1],['Blaster', 1],['Rebel', 1],['Brawler', 1]
0,['Caitlyn', 'Graves', 'Poppy'],['Chrono', 1],['Sniper', 1],['Space-Pirate', 1],['Blaster', 1],['Star-Guardian', 1],['Vanguard', 1]
0,['Caitlyn', 'Graves', 'Xayah'],['Chrono', 1],['Sniper', 1],['Space-Pirate', 1],['Blaster', 1],['Celestial', 1],['Blademaster', 1]
0,['Caitlyn', 'Graves', 'Ziggs'],['Chrono', 1],['Sniper', 1],['Space-Pirate', 1],['Blaster', 1],['Rebel', 1],['Demolitionist', 1]
0,['Caitlyn', 'Graves', 'Zoe'],['Chrono', 1],['Sniper', 1],['Space-Pirate', 1],['Blaster', 1],['Star-Guardian', 1],['Sorcerer', 1]
0,['Caitlyn', 'Graves', 'Ahri'],['Chrono', 1],['Sniper', 1],['Space-Pirate', 1],['Blaster', 1],['Star-Guardian', 1],['Sorcerer', 1]
0,['Caitlyn', 'Graves', 'Annie'],['Chrono', 1],['Sniper', 1],['Space-Pirate', 1],['Blaster', 1],['Mech-Pilot', 1],['Sorcerer', 1]
0,['Caitlyn', 'Graves', 'KaiSa'],['Chrono', 1],['Sniper', 1],['Space-Pirate', 1],['Blaster', 1],['Valkyrie', 1],['Infiltrator', 1]
0,['Caitlyn', 'Graves', 'Mordekaiser'],['Chrono', 1],['Sniper', 1],['Space-Pirate', 1],['Blaster', 1],['Dark-Star', 1],['Vanguard', 1]
0,['Caitlyn', 'Graves', 'Rakan'],['Chrono', 1],['Sniper', 1],['Space-Pirate', 1],['Blaster', 1],['Celestial', 1],['Protector', 1]
0,['Caitlyn', 'Graves', 'Sona'],['Chrono', 1],['Sniper', 1],['Space-Pirate', 1],['Blaster', 1],['Rebel', 1],['Mystic', 1]
0,['Caitlyn', 'Graves', 'Xin-Zhao'],['Chrono', 1],['Sniper', 1],['Space-Pirate', 1],['Blaster', 1],['Celestial', 1],['Protector', 1]
0,['Caitlyn', 'Graves', 'Yasuo'],['Chrono', 1],['Sniper', 1],['Space-Pirate', 1],['Blaster', 1],['Rebel', 1],['Blademaster', 1]
0,['Caitlyn', 'Jarvan-IV', 'KhaZix'],['Chrono', 1],['Sniper', 1],['Dark-Star', 1],['Protector', 1],['Void', 1],['Infiltrator', 1]
0,['Caitlyn', 'Jarvan-IV', 'Leona'],['Chrono', 1],['Sniper', 1],['Dark-Star', 1],['Protector', 1],['Cybernetic', 1],['Vanguard', 1]
0,['Caitlyn', 'Jarvan-IV', 'Malphite'],['Chrono', 1],['Sniper', 1],['Dark-Star', 1],['Protector', 1],['Rebel', 1],['Brawler', 1]
0,['Caitlyn', 'Jarvan-IV', 'Poppy'],['Chrono', 1],['Sniper', 1],['Dark-Star', 1],['Protector', 1],['Star-Guardian', 1],['Vanguard', 1]
0,['Caitlyn', 'Jarvan-IV', 'Xayah'],['Chrono', 1],['Sniper', 1],['Dark-Star', 1],['Protector', 1],['Celestial', 1],['Blademaster', 1]
0,['Caitlyn', 'Jarvan-IV', 'Ziggs'],['Chrono', 1],['Sniper', 1],['Dark-Star', 1],['Protector', 1],['Rebel', 1],['Demolitionist', 1]
0,['Caitlyn', 'Jarvan-IV', 'Zoe'],['Chrono', 1],['Sniper', 1],['Dark-Star', 1],['Protector', 1],['Star-Guardian', 1],['Sorcerer', 1]
0,['Caitlyn', 'Jarvan-IV', 'Ahri'],['Chrono', 1],['Sniper', 1],['Dark-Star', 1],['Protector', 1],['Star-Guardian', 1],['Sorcerer', 1]
0,['Caitlyn', 'Jarvan-IV', 'Annie'],['Chrono', 1],['Sniper', 1],['Dark-Star', 1],['Protector', 1],['Mech-Pilot', 1],['Sorcerer', 1]
0,['Caitlyn', 'Jarvan-IV', 'Darius'],['Chrono', 1],['Sniper', 1],['Dark-Star', 1],['Protector', 1],['Space-Pirate', 1],['Mana-Reaver', 1]
0,['Caitlyn', 'Jarvan-IV', 'KaiSa'],['Chrono', 1],['Sniper', 1],['Dark-Star', 1],['Protector', 1],['Valkyrie', 1],['Infiltrator', 1]
0,['Caitlyn', 'Jarvan-IV', 'Lucian'],['Chrono', 1],['Sniper', 1],['Dark-Star', 1],['Protector', 1],['Cybernetic', 1],['Blaster', 1]
0,['Caitlyn', 'Jarvan-IV', 'Mordekaiser'],['Chrono', 1],['Sniper', 1],['Dark-Star', 2],['Protector', 1],['Vanguard', 1],,
0,['Caitlyn', 'Jarvan-IV', 'Sona'],['Chrono', 1],['Sniper', 1],['Dark-Star', 1],['Protector', 1],['Rebel', 1],['Mystic', 1]
0,['Caitlyn', 'Jarvan-IV', 'Yasuo'],['Chrono', 1],['Sniper', 1],['Dark-Star', 1],['Protector', 1],['Rebel', 1],['Blademaster', 1]
0,['Caitlyn', 'KhaZix', 'Leona'],['Chrono', 1],['Sniper', 1],['Void', 1],['Infiltrator', 1],['Cybernetic', 1],['Vanguard', 1]
0,['Caitlyn', 'KhaZix', 'Malphite'],['Chrono', 1],['Sniper', 1],['Void', 1],['Infiltrator', 1],['Rebel', 1],['Brawler', 1]
0,['Caitlyn', 'KhaZix', 'Poppy'],['Chrono', 1],['Sniper', 1],['Void', 1],['Infiltrator', 1],['Star-Guardian', 1],['Vanguard', 1]
0,['Caitlyn', 'KhaZix', 'Xayah'],['Chrono', 1],['Sniper', 1],['Void', 1],['Infiltrator', 1],['Celestial', 1],['Blademaster', 1]
0,['Caitlyn', 'KhaZix', 'Ziggs'],['Chrono', 1],['Sniper', 1],['Void', 1],['Infiltrator', 1],['Rebel', 1],['Demolitionist', 1]
0,['Caitlyn', 'KhaZix', 'Zoe'],['Chrono', 1],['Sniper', 1],['Void', 1],['Infiltrator', 1],['Star-Guardian', 1],['Sorcerer', 1]
0,['Caitlyn', 'KhaZix', 'Ahri'],['Chrono', 1],['Sniper', 1],['Void', 1],['Infiltrator', 1],['Star-Guardian', 1],['Sorcerer', 1]
0,['Caitlyn', 'KhaZix', 'Annie'],['Chrono', 1],['Sniper', 1],['Void', 1],['Infiltrator', 1],['Mech-Pilot', 1],['Sorcerer', 1]
0,['Caitlyn', 'KhaZix', 'Darius'],['Chrono', 1],['Sniper', 1],['Void', 1],['Infiltrator', 1],['Space-Pirate', 1],['Mana-Reaver', 1]
0,['Caitlyn', 'KhaZix', 'Lucian'],['Chrono', 1],['Sniper', 1],['Void', 1],['Infiltrator', 1],['Cybernetic', 1],['Blaster', 1]
0,['Caitlyn', 'KhaZix', 'Mordekaiser'],['Chrono', 1],['Sniper', 1],['Void', 1],['Infiltrator', 1],['Dark-Star', 1],['Vanguard', 1]
0,['Caitlyn', 'KhaZix', 'Rakan'],['Chrono', 1],['Sniper', 1],['Void', 1],['Infiltrator', 1],['Celestial', 1],['Protector', 1]
0,['Caitlyn', 'KhaZix', 'Sona'],['Chrono', 1],['Sniper', 1],['Void', 1],['Infiltrator', 1],['Rebel', 1],['Mystic', 1]
0,['Caitlyn', 'KhaZix', 'Xin-Zhao'],['Chrono', 1],['Sniper', 1],['Void', 1],['Infiltrator', 1],['Celestial', 1],['Protector', 1]
0,['Caitlyn', 'KhaZix', 'Yasuo'],['Chrono', 1],['Sniper', 1],['Void', 1],['Infiltrator', 1],['Rebel', 1],['Blademaster', 1]
0,['Caitlyn', 'Leona', 'Malphite'],['Chrono', 1],['Sniper', 1],['Cybernetic', 1],['Vanguard', 1],['Rebel', 1],['Brawler', 1]
0,['Caitlyn', 'Leona', 'Xayah'],['Chrono', 1],['Sniper', 1],['Cybernetic', 1],['Vanguard', 1],['Celestial', 1],['Blademaster', 1]
0,['Caitlyn', 'Leona', 'Ziggs'],['Chrono', 1],['Sniper', 1],['Cybernetic', 1],['Vanguard', 1],['Rebel', 1],['Demolitionist', 1]
0,['Caitlyn', 'Leona', 'Zoe'],['Chrono', 1],['Sniper', 1],['Cybernetic', 1],['Vanguard', 1],['Star-Guardian', 1],['Sorcerer', 1]
0,['Caitlyn', 'Leona', 'Ahri'],['Chrono', 1],['Sniper', 1],['Cybernetic', 1],['Vanguard', 1],['Star-Guardian', 1],['Sorcerer', 1]
0,['Caitlyn', 'Leona', 'Annie'],['Chrono', 1],['Sniper', 1],['Cybernetic', 1],['Vanguard', 1],['Mech-Pilot', 1],['Sorcerer', 1]
0,['Caitlyn', 'Leona', 'Darius'],['Chrono', 1],['Sniper', 1],['Cybernetic', 1],['Vanguard', 1],['Space-Pirate', 1],['Mana-Reaver', 1]
0,['Caitlyn', 'Leona', 'KaiSa'],['Chrono', 1],['Sniper', 1],['Cybernetic', 1],['Vanguard', 1],['Valkyrie', 1],['Infiltrator', 1]
0,['Caitlyn', 'Leona', 'Lucian'],['Chrono', 1],['Sniper', 1],['Cybernetic', 2],['Vanguard', 1],['Blaster', 1],,
0,['Caitlyn', 'Leona', 'Rakan'],['Chrono', 1],['Sniper', 1],['Cybernetic', 1],['Vanguard', 1],['Celestial', 1],['Protector', 1]
0,['Caitlyn', 'Leona', 'Sona'],['Chrono', 1],['Sniper', 1],['Cybernetic', 1],['Vanguard', 1],['Rebel', 1],['Mystic', 1]
0,['Caitlyn', 'Leona', 'Xin-Zhao'],['Chrono', 1],['Sniper', 1],['Cybernetic', 1],['Vanguard', 1],['Celestial', 1],['Protector', 1]
0,['Caitlyn', 'Leona', 'Yasuo'],['Chrono', 1],['Sniper', 1],['Cybernetic', 1],['Vanguard', 1],['Rebel', 1],['Blademaster', 1]
0,['Caitlyn', 'Malphite', 'Poppy'],['Chrono', 1],['Sniper', 1],['Rebel', 1],['Brawler', 1],['Star-Guardian', 1],['Vanguard', 1]
0,['Caitlyn', 'Malphite', 'Xayah'],['Chrono', 1],['Sniper', 1],['Rebel', 1],['Brawler', 1],['Celestial', 1],['Blademaster', 1]
0,['Caitlyn', 'Malphite', 'Ziggs'],['Chrono', 1],['Sniper', 1],['Rebel', 2],['Brawler', 1],['Demolitionist', 1],,
0,['Caitlyn', 'Malphite', 'Zoe'],['Chrono', 1],['Sniper', 1],['Rebel', 1],['Brawler', 1],['Star-Guardian', 1],['Sorcerer', 1]
0,['Caitlyn', 'Malphite', 'Ahri'],['Chrono', 1],['Sniper', 1],['Rebel', 1],['Brawler', 1],['Star-Guardian', 1],['Sorcerer', 1]
0,['Caitlyn', 'Malphite', 'Annie'],['Chrono', 1],['Sniper', 1],['Rebel', 1],['Brawler', 1],['Mech-Pilot', 1],['Sorcerer', 1]
0,['Caitlyn', 'Malphite', 'Darius'],['Chrono', 1],['Sniper', 1],['Rebel', 1],['Brawler', 1],['Space-Pirate', 1],['Mana-Reaver', 1]
0,['Caitlyn', 'Malphite', 'KaiSa'],['Chrono', 1],['Sniper', 1],['Rebel', 1],['Brawler', 1],['Valkyrie', 1],['Infiltrator', 1]
0,['Caitlyn', 'Malphite', 'Lucian'],['Chrono', 1],['Sniper', 1],['Rebel', 1],['Brawler', 1],['Cybernetic', 1],['Blaster', 1]
0,['Caitlyn', 'Malphite', 'Mordekaiser'],['Chrono', 1],['Sniper', 1],['Rebel', 1],['Brawler', 1],['Dark-Star', 1],['Vanguard', 1]
0,['Caitlyn', 'Malphite', 'Rakan'],['Chrono', 1],['Sniper', 1],['Rebel', 1],['Brawler', 1],['Celestial', 1],['Protector', 1]
0,['Caitlyn', 'Malphite', 'Sona'],['Chrono', 1],['Sniper', 1],['Rebel', 2],['Brawler', 1],['Mystic', 1],,
0,['Caitlyn', 'Malphite', 'Xin-Zhao'],['Chrono', 1],['Sniper', 1],['Rebel', 1],['Brawler', 1],['Celestial', 1],['Protector', 1]
0,['Caitlyn', 'Malphite', 'Yasuo'],['Chrono', 1],['Sniper', 1],['Rebel', 2],['Brawler', 1],['Blademaster', 1],,
0,['Caitlyn', 'Poppy', 'Xayah'],['Chrono', 1],['Sniper', 1],['Star-Guardian', 1],['Vanguard', 1],['Celestial', 1],['Blademaster', 1]
0,['Caitlyn', 'Poppy', 'Ziggs'],['Chrono', 1],['Sniper', 1],['Star-Guardian', 1],['Vanguard', 1],['Rebel', 1],['Demolitionist', 1]
0,['Caitlyn', 'Poppy', 'Zoe'],['Chrono', 1],['Sniper', 1],['Star-Guardian', 2],['Vanguard', 1],['Sorcerer', 1],,
0,['Caitlyn', 'Poppy', 'Ahri'],['Chrono', 1],['Sniper', 1],['Star-Guardian', 2],['Vanguard', 1],['Sorcerer', 1],,
0,['Caitlyn', 'Poppy', 'Annie'],['Chrono', 1],['Sniper', 1],['Star-Guardian', 1],['Vanguard', 1],['Mech-Pilot', 1],['Sorcerer', 1]
0,['Caitlyn', 'Poppy', 'Darius'],['Chrono', 1],['Sniper', 1],['Star-Guardian', 1],['Vanguard', 1],['Space-Pirate', 1],['Mana-Reaver', 1]
0,['Caitlyn', 'Poppy', 'KaiSa'],['Chrono', 1],['Sniper', 1],['Star-Guardian', 1],['Vanguard', 1],['Valkyrie', 1],['Infiltrator', 1]
0,['Caitlyn', 'Poppy', 'Lucian'],['Chrono', 1],['Sniper', 1],['Star-Guardian', 1],['Vanguard', 1],['Cybernetic', 1],['Blaster', 1]
0,['Caitlyn', 'Poppy', 'Rakan'],['Chrono', 1],['Sniper', 1],['Star-Guardian', 1],['Vanguard', 1],['Celestial', 1],['Protector', 1]
0,['Caitlyn', 'Poppy', 'Sona'],['Chrono', 1],['Sniper', 1],['Star-Guardian', 1],['Vanguard', 1],['Rebel', 1],['Mystic', 1]
0,['Caitlyn', 'Poppy', 'Xin-Zhao'],['Chrono', 1],['Sniper', 1],['Star-Guardian', 1],['Vanguard', 1],['Celestial', 1],['Protector', 1]
0,['Caitlyn', 'Poppy', 'Yasuo'],['Chrono', 1],['Sniper', 1],['Star-Guardian', 1],['Vanguard', 1],['Rebel', 1],['Blademaster', 1]
0,['Caitlyn', 'Xayah', 'Ziggs'],['Chrono', 1],['Sniper', 1],['Celestial', 1],['Blademaster', 1],['Rebel', 1],['Demolitionist', 1]
0,['Caitlyn', 'Xayah', 'Zoe'],['Chrono', 1],['Sniper', 1],['Celestial', 1],['Blademaster', 1],['Star-Guardian', 1],['Sorcerer', 1]
0,['Caitlyn', 'Xayah', 'Ahri'],['Chrono', 1],['Sniper', 1],['Celestial', 1],['Blademaster', 1],['Star-Guardian', 1],['Sorcerer', 1]
0,['Caitlyn', 'Xayah', 'Annie'],['Chrono', 1],['Sniper', 1],['Celestial', 1],['Blademaster', 1],['Mech-Pilot', 1],['Sorcerer', 1]
0,['Caitlyn', 'Xayah', 'Darius'],['Chrono', 1],['Sniper', 1],['Celestial', 1],['Blademaster', 1],['Space-Pirate', 1],['Mana-Reaver', 1]
0,['Caitlyn', 'Xayah', 'KaiSa'],['Chrono', 1],['Sniper', 1],['Celestial', 1],['Blademaster', 1],['Valkyrie', 1],['Infiltrator', 1]
0,['Caitlyn', 'Xayah', 'Lucian'],['Chrono', 1],['Sniper', 1],['Celestial', 1],['Blademaster', 1],['Cybernetic', 1],['Blaster', 1]
0,['Caitlyn', 'Xayah', 'Mordekaiser'],['Chrono', 1],['Sniper', 1],['Celestial', 1],['Blademaster', 1],['Dark-Star', 1],['Vanguard', 1]
0,['Caitlyn', 'Xayah', 'Sona'],['Chrono', 1],['Sniper', 1],['Celestial', 1],['Blademaster', 1],['Rebel', 1],['Mystic', 1]
0,['Caitlyn', 'Xayah', 'Yasuo'],['Chrono', 1],['Sniper', 1],['Celestial', 1],['Blademaster', 2],['Rebel', 1],,
0,['Caitlyn', 'Ziggs', 'Zoe'],['Chrono', 1],['Sniper', 1],['Rebel', 1],['Demolitionist', 1],['Star-Guardian', 1],['Sorcerer', 1]
0,['Caitlyn', 'Ziggs', 'Ahri'],['Chrono', 1],['Sniper', 1],['Rebel', 1],['Demolitionist', 1],['Star-Guardian', 1],['Sorcerer', 1]
0,['Caitlyn', 'Ziggs', 'Annie'],['Chrono', 1],['Sniper', 1],['Rebel', 1],['Demolitionist', 1],['Mech-Pilot', 1],['Sorcerer', 1]
0,['Caitlyn', 'Ziggs', 'Darius'],['Chrono', 1],['Sniper', 1],['Rebel', 1],['Demolitionist', 1],['Space-Pirate', 1],['Mana-Reaver', 1]
0,['Caitlyn', 'Ziggs', 'KaiSa'],['Chrono', 1],['Sniper', 1],['Rebel', 1],['Demolitionist', 1],['Valkyrie', 1],['Infiltrator', 1]
0,['Caitlyn', 'Ziggs', 'Lucian'],['Chrono', 1],['Sniper', 1],['Rebel', 1],['Demolitionist', 1],['Cybernetic', 1],['Blaster', 1]
0,['Caitlyn', 'Ziggs', 'Mordekaiser'],['Chrono', 1],['Sniper', 1],['Rebel', 1],['Demolitionist', 1],['Dark-Star', 1],['Vanguard', 1]
0,['Caitlyn', 'Ziggs', 'Rakan'],['Chrono', 1],['Sniper', 1],['Rebel', 1],['Demolitionist', 1],['Celestial', 1],['Protector', 1]
0,['Caitlyn', 'Ziggs', 'Sona'],['Chrono', 1],['Sniper', 1],['Rebel', 2],['Demolitionist', 1],['Mystic', 1],,
0,['Caitlyn', 'Ziggs', 'Xin-Zhao'],['Chrono', 1],['Sniper', 1],['Rebel', 1],['Demolitionist', 1],['Celestial', 1],['Protector', 1]
0,['Caitlyn', 'Ziggs', 'Yasuo'],['Chrono', 1],['Sniper', 1],['Rebel', 2],['Demolitionist', 1],['Blademaster', 1],,
0,['Caitlyn', 'Zoe', 'Darius'],['Chrono', 1],['Sniper', 1],['Star-Guardian', 1],['Sorcerer', 1],['Space-Pirate', 1],['Mana-Reaver', 1]
0,['Caitlyn', 'Zoe', 'KaiSa'],['Chrono', 1],['Sniper', 1],['Star-Guardian', 1],['Sorcerer', 1],['Valkyrie', 1],['Infiltrator', 1]
0,['Caitlyn', 'Zoe', 'Lucian'],['Chrono', 1],['Sniper', 1],['Star-Guardian', 1],['Sorcerer', 1],['Cybernetic', 1],['Blaster', 1]
0,['Caitlyn', 'Zoe', 'Mordekaiser'],['Chrono', 1],['Sniper', 1],['Star-Guardian', 1],['Sorcerer', 1],['Dark-Star', 1],['Vanguard', 1]
0,['Caitlyn', 'Zoe', 'Rakan'],['Chrono', 1],['Sniper', 1],['Star-Guardian', 1],['Sorcerer', 1],['Celestial', 1],['Protector', 1]
0,['Caitlyn', 'Zoe', 'Sona'],['Chrono', 1],['Sniper', 1],['Star-Guardian', 1],['Sorcerer', 1],['Rebel', 1],['Mystic', 1]
0,['Caitlyn', 'Zoe', 'Xin-Zhao'],['Chrono', 1],['Sniper', 1],['Star-Guardian', 1],['Sorcerer', 1],['Celestial', 1],['Protector', 1]
0,['Caitlyn', 'Zoe', 'Yasuo'],['Chrono', 1],['Sniper', 1],['Star-Guardian', 1],['Sorcerer', 1],['Rebel', 1],['Blademaster', 1]
0,['Caitlyn', 'Ahri', 'Darius'],['Chrono', 1],['Sniper', 1],['Star-Guardian', 1],['Sorcerer', 1],['Space-Pirate', 1],['Mana-Reaver', 1]
0,['Caitlyn', 'Ahri', 'KaiSa'],['Chrono', 1],['Sniper', 1],['Star-Guardian', 1],['Sorcerer', 1],['Valkyrie', 1],['Infiltrator', 1]
0,['Caitlyn', 'Ahri', 'Lucian'],['Chrono', 1],['Sniper', 1],['Star-Guardian', 1],['Sorcerer', 1],['Cybernetic', 1],['Blaster', 1]
0,['Caitlyn', 'Ahri', 'Mordekaiser'],['Chrono', 1],['Sniper', 1],['Star-Guardian', 1],['Sorcerer', 1],['Dark-Star', 1],['Vanguard', 1]
0,['Caitlyn', 'Ahri', 'Rakan'],['Chrono', 1],['Sniper', 1],['Star-Guardian', 1],['Sorcerer', 1],['Celestial', 1],['Protector', 1]
